341	86	256
342	179	154
343	381	27
344	355	121
345	72	203
346	245	46
347	154	297
348	137	358
349	163	25
350	139	193
351	267	89
352	203	291
353	385	57
354	189	266
355	65	354
356	73	121
357	200	72
358	303	53
359	353	387
360	49	224
361	219	108
362	243	236
363	40	250
364	176	257
365	130	250
366	43	193
367	108	210
368	353	189
369	366	192
370	364	256
371	95	257
372	137	137
373	396	387
374	96	44
375	174	74
376	101	151
377	57	337
378	245	117
379	385	159
380	361	97
381	366	93
382	163	313
383	287	256
384	157	224
385	355	257
386	58	347
387	36	125
388	158	70
389	46	72
390	138	44
391	239	22
392	96	123
393	240	246
394	257	388
395	58	64
396	167	154
397	193	20
398	339	208
399	150	20
400	351	163
401	67	210
402	74	393
403	163	151
404	159	130
405	175	53
406	46	179
407	358	223
408	303	77
409	159	249
410	20	47
411	194	355
412	139	26
413	385	227
414	57	203
415	380	372
416	339	137
417	192	48
418	48	208
419	358	341
420	14	388
421	150	36
422	18	21
423	58	227
424	284	128
425	258	139
426	130	387
427	67	227
428	138	287
429	364	357
430	48	87
431	366	277
432	125	326
433	364	366
434	337	223
435	372	117
436	315	123
437	227	243
438	208	200
439	138	74
440	58	215
441	68	304
442	13	83
443	46	36
444	55	286
445	139	251
446	138	238
447	284	74
448	396	81
449	281	70
450	193	67
451	358	53
452	130	256
453	344	372
454	193	368
455	93	53
456	224	174
457	328	93
458	367	36
459	83	15
460	251	77
461	74	93
462	121	345
463	305	266
464	178	67
465	118	93
466	284	304
467	391	222
468	304	353
469	139	313
470	299	203
471	117	76
472	48	70
473	97	152
474	196	223
475	380	366
476	175	299
477	163	309
478	121	113
479	194	358
480	225	102
481	93	189
482	184	296
483	388	337
484	85	137
485	327	216
486	233	227
487	184	297
488	139	353
489	284	106
490	255	295
491	298	344
492	178	27
493	127	367
494	249	45
495	13	216
496	48	48
497	89	363
498	155	223
499	304	286
500	303	52
501	292	287
502	200	327
503	139	73
504	128	225
505	113	368
506	136	149
507	239	121
508	118	179
509	284	149
510	366	138
511	365	351
512	336	46
513	361	44
514	365	150
515	344	216
516	176	104
517	381	118
518	20	20
519	208	13
520	233	286
521	48	217
522	139	337
523	86	194
524	246	364
525	73	332
526	68	203
527	287	227
528	173	362
529	57	13
530	22	76
531	70	108
532	215	287
533	53	315
534	210	368
535	168	387
536	319	106
537	315	358
538	159	180
539	76	86
540	366	22
541	387	43
542	138	200
543	130	43
544	113	171
545	200	47
546	84	67
547	139	309
548	149	332
549	303	396
550	340	211
551	178	367
552	26	358
553	168	326
554	305	297
555	286	337
556	227	137
557	14	237
558	292	193
559	225	393
560	365	85
561	163	141
562	166	102
563	298	73
564	184	336
565	351	155
566	360	291
567	81	93
568	25	250
569	59	127
570	313	108
571	138	363
572	257	52
573	22	357
574	303	339
575	200	227
576	42	77
577	42	281
578	95	118
579	238	309
580	287	159
581	32	297
582	2	158
583	139	55
584	179	93
585	236	123
586	15	337
587	286	255
588	340	102
589	341	341
590	353	397
591	139	76
592	139	152
593	374	267
594	167	50
595	118	374
596	196	326
597	127	192
598	347	345
599	2	198
600	286	192
601	287	43
602	138	236
603	210	198
604	25	86
605	192	192
606	192	277
607	93	93
608	139	216
609	74	224
610	351	67
611	203	368
612	36	203
613	184	314
614	365	55
615	396	27
616	309	256
617	200	127
618	240	358
619	173	174
620	193	158
621	358	173
622	152	40
623	26	258
624	332	166
625	325	80
626	173	68
627	174	342
628	255	149
629	336	15
630	108	189
631	387	155
632	238	319
633	43	397
634	83	357
635	139	46
636	138	189
637	18	193
638	298	387
639	68	159
640	179	296
641	193	337
642	193	284
643	365	194
644	287	295
645	281	366
646	194	81
647	277	277
648	96	332
649	243	326
650	366	227
651	201	86
652	189	128
653	67	245
654	20	174
655	77	287
656	85	355
657	238	239
658	150	76
659	210	26
660	298	189
661	93	387
662	77	333
663	277	137
664	176	215
665	74	73
666	73	227
667	328	86
668	196	340
669	243	25
670	14	53
671	157	309
672	194	189
673	127	296
674	374	40
675	396	267
676	196	7
677	227	374
678	246	36
679	298	203
680	303	72
681	305	360
682	304	277
683	299	152
684	130	72
685	315	189
686	344	149
687	327	393
688	2	278
689	85	360
690	351	93
691	339	149
692	298	32
693	351	77
694	201	47
695	83	365
696	166	58
697	387	366
698	357	136
699	304	22
700	325	281
701	237	362
702	237	315
703	36	173
704	222	71
705	118	173
706	45	355
707	155	43
708	239	239
709	248	393
710	55	118
711	73	73
712	365	20
713	166	257
714	127	44
715	347	196
716	219	154
717	396	36
718	84	368
719	393	281
720	248	81
721	125	337
722	227	305
723	366	245
724	63	372
725	277	351
726	179	328
727	233	104
728	284	138
729	189	189
730	366	179
731	246	108
732	74	179
733	267	304
734	113	149
735	256	281
736	200	159
737	163	374
738	340	93
739	168	355
740	27	257
741	118	59
742	337	63
743	333	47
744	292	55
745	305	93
746	175	393
747	137	123
748	291	32
749	167	250
750	67	296
751	305	398
752	224	340
753	43	327
754	138	137
755	125	76
756	83	67
757	128	189
758	93	211
759	374	312
760	74	291
761	355	52
762	120	80
763	245	358
764	84	117
765	354	173
766	44	77
767	203	327
768	168	96
769	292	341
770	319	93
771	216	326
772	255	80
773	87	7
774	344	138
775	152	152
776	113	355
777	193	139
778	7	63
779	46	304
780	284	210
781	340	217
782	339	388
783	158	163
784	86	211
785	298	193
786	341	141
787	179	179
788	326	21
789	198	22
790	210	351
791	245	210
792	347	313
793	127	309
794	123	286
795	257	391
796	341	43
797	381	222
798	193	251
799	128	93
800	351	365
801	286	291
802	184	238
803	284	256
804	74	292
805	155	89
806	287	67
807	152	387
808	246	42
809	309	113
810	313	295
811	68	238
812	40	239
813	225	291
814	174	245
815	277	238
816	29	286
817	251	152
818	152	333
819	71	106
820	163	225
821	20	353
822	219	295
823	227	256
824	215	227
825	176	7
826	224	101
827	180	118
828	304	351
829	173	256
830	121	217
831	200	351
832	130	201
833	337	130
834	189	309
835	365	46
836	65	391
837	286	224
838	277	249
839	285	84
840	87	86
841	355	268
842	327	340
843	327	136
844	298	281
845	57	309
846	196	51
847	73	65
848	245	225
849	154	216
850	325	358
851	48	46
852	178	236
853	239	108
854	193	137
855	46	292
856	9	340
857	43	52
858	150	315
859	58	257
860	291	193
861	167	77
862	200	326
863	96	14
864	200	353
865	95	123
866	198	64
867	86	277
868	51	9
869	236	97
870	20	32
871	74	53
872	29	339
873	139	189
874	32	284
875	189	118
876	219	120
877	396	84
878	340	372
879	26	26
880	309	200
881	130	362
882	43	128
883	86	52
884	27	393
885	238	277
886	397	292
887	53	123
888	365	237
889	192	364
890	396	342
891	368	118
892	25	217
893	257	337
894	358	20
895	152	121
896	27	67
897	328	250
898	95	194
899	355	26
900	2	179
901	86	210
902	87	15
903	166	179
904	281	97
905	44	292
906	194	128
907	128	315
908	76	180
909	256	70
910	43	278
911	87	189
912	222	171
913	118	48
914	64	58
915	139	130
916	319	67
917	138	48
918	2	398
919	240	81
920	80	201
921	74	155
922	2	360
923	200	76
924	255	315
925	127	210
926	325	216
927	13	128
928	73	86
929	128	128
930	7	95
931	347	367
932	233	7
933	245	45
934	118	337
935	224	44
936	51	130
937	286	20
938	249	20
939	309	123
940	225	194
941	305	121
942	299	42
943	257	211
944	303	70
945	287	179
946	64	397
947	180	240
948	193	13
949	355	243
950	163	246
951	73	175
952	193	277
953	72	43
954	13	65
955	57	332
956	27	194
957	193	344
958	51	166
959	64	59
960	20	388
961	224	366
962	173	118
963	101	32
964	127	225
965	327	151
966	227	287
967	393	201
968	72	152
969	245	245
970	303	157
971	138	351
972	113	208
973	194	20
974	138	121
975	57	363
976	2	77
977	200	118
978	27	347
979	173	304
980	46	328
981	326	354
982	339	50
983	63	68
984	80	366
985	67	26
986	237	157
987	73	194
988	27	215
989	353	299
990	248	57
991	65	15
992	176	237
993	157	285
994	48	387
995	63	387
996	192	292
997	73	387
998	138	70
999	387	129
1000	367	200
1001	128	342
1002	361	173
1003	312	159
1004	326	250
1005	159	127
1006	368	51
1007	319	268
1008	72	196
1009	286	278
1010	319	258
1011	304	246
1012	32	251
1013	380	89
1014	85	18
1015	63	292
1016	287	237
1017	138	57
1018	364	86
1019	95	211
1020	222	178
1021	245	224
1022	154	13
1023	284	9
1024	55	368
1025	341	251
1026	193	125
1027	139	374
1028	101	155
1029	14	7
1030	25	77
1031	258	203
1032	380	120
1033	96	236
1034	291	102
1035	87	251
1036	236	267
1037	118	257
1038	255	20
1039	95	159
1040	27	277
1041	249	249
1042	250	21
1043	344	127
1044	95	40
1045	85	83
1046	2	328
1047	173	120
1048	48	337
1049	341	336
1050	357	117
1051	87	277
1052	353	174
1053	257	171
1054	256	351
1055	101	339
1056	339	40
1057	292	141
1058	29	337
1059	189	256
1060	219	53
1061	83	363
1062	70	256
1063	86	44
1064	201	353
1065	86	46
1066	292	139
1067	53	215
1068	43	368
1069	196	366
1070	157	72
1071	333	155
1072	353	158
1073	193	200
1074	121	121
1075	9	217
1076	95	327
1077	127	250
1078	201	284
1079	71	83
1080	192	286
1081	284	337
1082	101	166
1083	84	298
1084	304	118
1085	286	201
1086	380	14
1087	14	217
1088	29	106
1089	240	328
1090	340	13
1091	70	86
1092	304	381
1093	154	55
1094	149	367
1095	295	295
1096	192	398
1097	173	309
1098	295	277
1099	154	333
1100	86	86
1101	139	123
1102	277	58
1103	363	217
1104	380	175
1105	336	393
1106	189	46
1107	286	173
1108	297	391
1109	166	340
1110	353	292
1111	45	129
1112	366	2
1113	286	96
1114	248	9
1115	27	224
1116	361	104
1117	178	285
1118	325	97
1119	292	387
1120	86	95
1121	351	250
1122	391	59
1123	22	22
1124	72	298
1125	283	237
1126	44	120
1127	87	396
1128	96	298
1129	71	367
1130	93	120
1131	89	281
1132	355	250
1133	87	245
1134	127	286
1135	127	362
1136	175	32
1137	285	351
1138	236	297
1139	49	246
1140	46	227
1141	155	208
1142	57	397
1143	360	20
1144	163	70
1145	163	314
1146	184	29
1147	313	250
1148	63	357
1149	353	224
1150	55	313
1151	365	121
1152	64	224
1153	238	337
1154	87	123
1155	29	27
1156	258	236
1157	380	29
1158	227	67
1159	89	20
1160	87	67
1161	362	86
1162	328	339
1163	118	155
1164	248	208
1165	198	55
1166	222	40
1167	353	396
1168	86	84
1169	340	45
1170	345	179
1171	73	198
1172	194	194
1173	95	152
1174	139	166
1175	295	198
1176	65	215
1177	284	381
1178	238	47
1179	167	117
1180	342	174
1181	299	328
1182	240	129
1183	95	74
1184	26	155
1185	193	366
1186	46	102
1187	224	227
1188	198	189
1189	175	219
1190	344	250
1191	257	281
1192	67	200
1193	102	192
1194	286	298
1195	74	211
1196	304	121
1197	22	80
1198	45	70
1199	179	256
1200	138	304
